지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 강릉시 견소동,202,202,0,송정한신,59.8,201910,4,10900,5,1997,경강로2539번길 8
강원도 강릉시 견소동,202,202,0,송정한신,116.175,201910,31,18500,10,1997,경강로2539번길 8
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,201910,5,25000,6,2005,경강로2539번길 22
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,201910,12,20600,3,2005,경강로2539번길 22
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,201910,20,20500,1,2005,경강로2539번길 22
강원도 강릉시 교동,1984,1984,0,강릉 교동 풍림아이원 아파트,84.9964,201910,5,29200,14,2017,화부산로40번길 29
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,135.1727,201910,21,34300,9,2009,화부산로99번길 12
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,118.0686,201910,1,32500,2,2009,화부산로111번길 24
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,201910,2,16200,10,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,201910,18,21550,9,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,201910,20,21800,4,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,201910,24,17500,4,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,201910,29,20300,1,1999,가작로 78
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,201910,31,18600,3,1999,가작로 78
강원도 강릉시 교동,1767,1767,0,교동2현대,84.97,201910,12,20400,1,1999,교동광장로 138-15
강원도 강릉시 교동,1767,1767,0,교동2현대,84.97,201910,19,22500,4,1999,교동광장로 138-15
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,201910,1,16600,10,2002,교동광장로 138-12
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,201910,21,16100,7,2002,교동광장로 138-12
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,201910,21,17300,4,2002,교동광장로 138-12
강원도 강릉시 교동,1766,1766,0,교동3주공,59.79,201910,31,16150,2,2002,교동광장로 138-12
강원도 강릉시 교동,357,357,0,교동이-편한세상,84.7155,201910,20,25000,15,2006,종합운동장길 92
강원도 강릉시 교동,357,357,0,교동이-편한세상,84.7155,201910,21,25000,3,2006,종합운동장길 92
강원도 강릉시 교동,357,357,0,교동이-편한세상,123.7566,201910,22,32500,3,2006,종합운동장길 92
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,6,20000,1,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,6,17300,1,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,8,16800,11,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,15,19000,7,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,16,19600,3,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,18,20300,4,2001,하슬라로 124
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,201910,25,19400,7,2001,하슬라로 124
강원도 강릉시 교동,1762,1762,0,부영5,84.93,201910,11,19500,15,2001,교동광장로 163
강원도 강릉시 교동,1762,1762,0,부영5,84.93,201910,19,19600,6,2001,교동광장로 163
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,201910,9,20000,10,2003,정원로 53-9
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,201910,17,20000,13,2003,정원로 53-9
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,201910,28,16950,1,2003,정원로 53-9
강원도 강릉시 교동,348-6,348,6,서일2,27.75,201910,11,4600,1,1987,수리골길17번길 35
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,201910,18,13200,16,1997,명륜로 95-7
강원도 강릉시 교동,828-19,828,19,현대,84.945,201910,10,14700,5,1992,옛강일길 41
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,201910,10,28500,6,1999,원대로128번길 14
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,164.754,201910,15,21000,12,1992,홍제로 7-17
강원도 강릉시 내곡동,469,469,0,내곡동현대,59.84,201910,2,14500,4,1998,범일로 645
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.865,201910,8,17100,14,1998,범일로 645
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,201910,23,15100,3,1998,범일로 645
강원도 강릉시 내곡동,Apr-75,75,4,내곡시영,39.3,201910,11,4000,5,1990,남산초교길 22
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,201910,31,11700,9,1997,강변로 114
강원도 강릉시 노암동,835,835,0,노암2주공,42.74,201910,9,4200,1,1984,노가니남길 25
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,201910,1,7400,11,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,201910,2,10700,2,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,201910,14,9700,14,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,201910,22,6000,3,2000,남부로125번길 7
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,201910,30,13000,8,2000,남부로125번길 7
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,201910,1,15700,12,1998,남부로125번길 11
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,201910,5,12900,12,1998,남부로125번길 11
강원도 강릉시 노암동,610,610,0,노암남산현대,59.84,201910,19,11300,6,1998,남부로125번길 11
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,201910,24,13200,4,1998,남부로125번길 11
강원도 강릉시 노암동,711,711,0,신화,84.954,201910,31,13700,1,1998,강변로 270
강원도 강릉시 노암동,844,844,0,양우내안애,114.6085,201910,5,24800,12,2009,강변로 328-8
강원도 강릉시 노암동,844,844,0,양우내안애,114.6085,201910,7,24800,7,2009,강변로 328-8
강원도 강릉시 노암동,844,844,0,양우내안애,59.6927,201910,12,16800,12,2009,강변로 328-8
강원도 강릉시 노암동,366,366,0,영진노암2차,49.525,201910,4,5700,2,1994,남부로163번길 20
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.961,201910,3,30000,20,2019,경강로 2448
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.9955,201910,18,27500,16,2019,경강로 2448
강원도 강릉시 송정동,940-23,940,23,대림맨션,77.99,201910,10,12900,7,1991,남강초교2길 44
강원도 강릉시 송정동,110-5,110,5,비치소라,51,201910,12,4500,1,1987,팔송길 26
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,201910,10,11900,9,1992,남강초교1길 55
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,201910,29,15900,14,1992,남강초교1길 55
강원도 강릉시 연곡면 영진리,336-1,336,1,근화,84.78,201910,9,9800,3,1997,영진2길 12-3
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,201910,4,4800,4,1999,연주로 132
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,201910,11,6250,9,1999,연주로 132
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,201910,14,6550,12,1999,연주로 132
강원도 강릉시 연곡면 영진리,335-6,335,6,삼천리,59.85,201910,4,7400,4,1994,영진2길 20
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,201910,31,13800,13,2005,영진3길 38
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,201910,15,12500,2,2005,영진3길 43
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,201910,15,24000,11,2014,입암로29번길 11
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,201910,16,23800,7,2014,입암로29번길 11
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,201910,31,23900,3,2014,입암로29번길 11
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.09,201910,17,27900,8,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,201910,17,22900,13,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,201910,25,21000,11,2007,성덕로 328-15
강원도 강릉시 입암동,Jan-92,92,1,녹원,84.88,201910,11,13000,13,1992,월대산로 57
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,201910,1,6900,6,1993,강변로410번길 27
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,201910,16,6500,13,1993,강변로410번길 27
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,201910,21,6850,9,1993,강변로410번길 27
강원도 강릉시 입암동,550-20,550,20,삼동광업소사원,43.47,201910,30,5000,2,1988,월대산로 21
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,201910,1,8300,11,2000,강변로440번길 30
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201910,1,19900,5,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,201910,12,25000,8,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201910,16,19000,12,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201910,17,17800,3,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201910,19,18250,2,2006,성덕로 316-22
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201910,22,6200,4,1986,강변로 364
강원도 강릉시 입암동,49,49,0,입암2주공,46.68,201910,10,5800,1,1990,강변로 508
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201910,18,4800,5,1990,강변로 508
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201910,26,4600,3,1990,강변로 508
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,201910,16,7500,1,1996,성덕포남로 89
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,2,9350,5,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,9,8900,1,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,14,9000,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,15,9800,15,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,17,10000,10,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,21,9200,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201910,21,8200,9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,22,9300,8,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,25,8600,12,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201910,31,9400,14,1998,성덕포남로 39
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,3,12000,12,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,84.904,201910,4,16000,3,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.824,201910,7,11000,6,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,14,11000,11,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,18,11000,5,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,23,11400,3,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.824,201910,25,11500,4,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,26,12000,14,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,30,10500,5,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201910,31,10650,3,1998,용지로 19
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201910,23,4570,6,1998,강변로410번길 31-5
강원도 강릉시 저동,04월 04일,4,4,경포현대,84.915,201910,18,14500,5,1996,경포로463번안길 14
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.51,201910,8,7700,6,2000,연주로 241-7
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201910,9,11000,5,2000,연주로 241-7
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201910,18,8700,12,2000,연주로 241-7
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201910,22,8200,2,2000,연주로 241-7
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,63.18,201910,25,8000,2,1991,웃사다리4길 20
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,84.68,201910,22,5200,1,1991,매맥이길 14-3
강원도 강릉시 주문진읍 교항리,478-2,478,2,소훈4차,72.09,201910,18,5500,1,1992,매맥이길 28-1
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,201910,1,7900,10,1999,보리골길 26
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,201910,10,6900,10,1999,보리골길 26
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,26.4616,201910,1,11300,13,2017,오리나루2길 25
강원도 강릉시 초당동,149-1,149,1,동부,84.98,201910,15,18700,5,1997,연당길 75
강원도 강릉시 초당동,143,143,0,우성,84.77,201910,11,14500,4,1997,연당길 67-15
강원도 강릉시 초당동,155,155,0,유화3,45.68,201910,15,7300,4,1996,연당길 82
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201910,11,4000,4,1988,초당원길 21
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201910,13,4330,2,1988,초당원길 21
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201910,18,4150,4,1988,초당원길 21
강원도 강릉시 초당동,554,554,0,초당동청마루,84.89,201910,15,23500,14,2007,연당길 61
강원도 강릉시 초당동,128,128,0,현대,59.875,201910,11,11200,8,1995,초당원길 26-2
강원도 강릉시 초당동,128,128,0,현대,59.875,201910,16,10700,8,1995,초당원길 26-2
강원도 강릉시 포남동,1108-1,1108,1,고려3,84.97,201910,7,13000,9,1991,강릉대로359번길 11-4
강원도 강릉시 포남동,1226-3,1226,3,대목5,84.94,201910,14,10900,2,1989,산양길 14
강원도 강릉시 포남동,1110-9,1110,9,서일임대,23.76,201910,9,2600,4,1986,강릉대로359번길 11-17
강원도 강릉시 포남동,1110-9,1110,9,서일임대,23.76,201910,30,2600,4,1986,강릉대로359번길 11-17
강원도 강릉시 포남동,1063,1063,0,영진아파트,36.33,201910,25,4000,5,1989,보래미하길65번길 24
강원도 강릉시 포남동,1134-3,1134,3,용지,60.9,201910,18,7500,2,1985,경강로 2217
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,3,9800,11,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,4,9700,2,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,6,10300,15,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,11,9500,14,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,11,10500,7,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,201910,14,9300,15,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,14,10000,5,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,17,9390,7,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,18,9500,14,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,23,10000,15,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201910,25,10000,15,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,201910,31,10000,4,1995,하평3길 37
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201910,9,16000,3,1994,하평길 41
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201910,12,17100,1,1994,하평길 41
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201910,7,6500,3,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201910,21,6450,1,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201910,22,6900,1,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,201910,24,7000,1,1981,보래미상길 65
강원도 강릉시 포남동,1200,1200,0,포남2주공,47.01,201910,9,7100,2,1989,산양큰길 37
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201910,1,27200,9,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201910,1,29900,8,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.409,201910,11,24700,11,2007,토성로 39
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,201910,2,24000,4,2018,선수촌로 10
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,201910,5,22000,19,2018,선수촌로 10
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,201910,30,22000,4,2018,선수촌로 10
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9843,201910,3,34200,18,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,201910,9,34000,20,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,201910,10,34900,8,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9819,201910,11,35400,12,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,78.4089,201910,14,30000,15,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9843,201910,23,33900,19,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,201910,23,32800,4,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,78.4089,201910,24,31000,10,2016,선수촌로 55
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9819,201910,26,34500,12,2016,선수촌로 55
강원도 강릉시 홍제동,122,122,0,우산,50.445,201910,26,6800,11,1997,토성로 51
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.97,201910,21,29000,12,2015,토성로 56
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.59,201910,24,28500,18,2015,토성로 56
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.96,201910,28,22500,10,2015,토성로 56
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,74.6787,201910,1,21000,12,2017,회산로 344
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,201910,6,21400,2,2017,회산로 344
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,201910,8,21000,2,2017,회산로 344
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,201910,24,24000,10,2017,회산로 344
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201910,7,24000,3,2018,회산로383번길 37
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9974,201910,19,23000,15,2018,회산로383번길 37
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9985,201910,21,24100,6,2018,회산로383번길 37
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9974,201910,29,25400,13,2018,회산로383번길 37
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,201910,14,7100,4,1998,수성로 126-5
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,201910,15,5700,3,1998,수성로 126-5
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,201910,4,15000,7,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201910,11,6800,13,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201910,18,6280,15,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,201910,25,11050,13,1998,남천마루2길 6
강원도 고성군 거진읍 거진리,428-5,428,5,동진,49.44,201910,7,5050,1,1989,거탄진로 21
강원도 고성군 거진읍 거진리,428-5,428,5,동진,58.26,201910,10,5000,1,1989,거탄진로 21
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201910,22,19500,12,2006,해오름해변길 70
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201910,15,11500,13,2006,아야진해변길 1
강원도 동해시 구미동,521,521,0,현진,59.8,201910,14,6500,9,1995,구미4길 1
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,201910,5,11800,15,1995,청운1길 29
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,201910,29,11800,8,1995,청운1길 29
강원도 동해시 동회동,442,442,0,"대동1,2차",45,201910,30,6200,5,1995,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,45,201910,10,6400,9,1996,청운1길 29
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,74.7297,201910,25,22500,25,2018,효자남길 33-20
강원도 동해시 동회동,442,442,0,현대4차,45,201910,14,6400,8,1998,청운1길 29
강원도 동해시 동회동,442,442,0,현대4차,59.3575,201910,25,8200,8,1998,청운1길 29
강원도 동해시 동회동,442,442,0,현대5차,77.7562,201910,11,13000,7,1999,청운1길 29
강원도 동해시 동회동,442,442,0,현대5차,77.7562,201910,11,14000,2,1999,청운1길 29
강원도 동해시 묵호진동,1-83,1,83,삼본임대,40.965,201910,16,5775,6,1996,해맞이길 231
강원도 동해시 묵호진동,01월 06일,1,6,유한타워광이,59.14,201910,31,4800,3,1993,덕장1길 7
강원도 동해시 발한동,233-67,233,67,강경,46.54,201910,3,3000,3,1991,지리골길 36
강원도 동해시 발한동,233-67,233,67,강경,46.54,201910,21,3450,5,1991,지리골길 36
강원도 동해시 발한동,599-45,599,45,경민1차,53.14,201910,18,2500,4,1990,수원지2길 18-13
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,201910,22,5500,2,1991,수원지2길 6-9
강원도 동해시 발한동,597-36,597,36,대원,22.23,201910,8,950,4,1990,수원지2길 2
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201910,1,18000,18,2018,지리골길 31
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201910,18,17100,17,2018,지리골길 31
강원도 동해시 북평동,151-5,151,5,북평주공2차,46.68,201910,4,3900,3,1989,전천로 270
강원도 동해시 북평동,125,125,0,유화맨션,76.0975,201910,19,5000,5,1990,전천로 293
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,201910,1,7000,9,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201910,4,9000,6,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201910,7,8250,1,2012,효자로 572-1
강원도 동해시 용정동,250-1,250,1,승우,59.96,201910,24,4350,3,1993,봉오동길 22
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,201910,19,26100,13,2018,배골길 32-4
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201910,9,6600,10,1999,이원길 180-2
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201910,16,7000,9,1999,이원길 180-2
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201910,30,5800,14,1999,이원길 180-2
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201910,31,8800,7,1999,이원길 180-2
강원도 동해시 이도동,172,172,0,현대,84.99,201910,30,10500,4,1996,이원길 180
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.908,201910,16,17800,8,2007,평릉길 14
강원도 동해시 천곡동,942,942,0,쌍용,73.97,201910,4,14000,17,2000,동굴로 149
강원도 동해시 천곡동,942,942,0,쌍용,83.7,201910,25,15000,12,2000,동굴로 149
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,44.78,201910,11,6100,2,1983,천곡로 20
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,201910,5,6380,2,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,47.01,201910,5,5900,4,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.3,201910,8,3900,4,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,201910,22,4850,2,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,201910,30,4450,5,1989,샘실1길 5
강원도 동해시 천곡동,791,791,0,한양1차,68.32,201910,10,8640,3,1990,천곡로 7
강원도 동해시 천곡동,794,794,0,한양2차,72.71,201910,11,9400,8,1991,천곡로 15
강원도 동해시 천곡동,1103,1103,0,한양수자인,72.144,201910,18,17800,9,2016,평릉1길 37-1
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201910,1,9600,6,1992,한섬로 8
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201910,9,8800,5,1992,한섬로 8
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201910,9,8700,8,1992,한섬로 8
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201910,14,9300,13,1992,한섬로 8
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201910,29,11000,5,1992,한섬로 8
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201910,31,11300,7,1992,한섬로 8
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201910,2,12700,5,2010,평원로 115
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201910,14,13200,5,2010,평원로 115
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9514,201910,25,12000,8,2010,평원로 115
강원도 동해시 평릉동,450,450,0,엘리시아,84.9162,201910,10,22500,1,2010,평원로 107
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9694,201910,1,24300,6,2014,평원로 100
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201910,25,23200,13,2014,평원로 100
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,201910,12,15300,5,2013,양지길 20-2
강원도 동해시 효가동,481,481,0,동아더프라임2단지,59.9798,201910,1,15200,3,2013,양지길 20-1
강원도 동해시 효가동,481,481,0,동아더프라임2단지,84.9714,201910,4,18500,14,2013,양지길 20-1
강원도 동해시 효가동,256,256,0,명보1차,46.25,201910,23,2900,1,1988,분토길 22
강원도 동해시 효가동,256,256,0,명보1차,46.25,201910,25,3100,2,1988,분토길 22
강원도 삼척시 건지동,176,176,0,코아루플러스,84.78,201910,16,19900,2,2015,엑스포로 173
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.7748,201910,2,19800,3,2018,하실길 72
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,201910,9,17450,7,2018,하실길 72
강원도 삼척시 교동,130-2,130,2,강부2,49.815,201910,23,4600,3,1993,동해대로 4122-27
강원도 삼척시 교동,130-2,130,2,강부2,49.815,201910,31,3200,2,1993,동해대로 4122-27
강원도 삼척시 교동,788,788,0,교동지웰,59.8194,201910,2,16000,9,2018,동해대로 4183
강원도 삼척시 교동,788,788,0,교동지웰,84.9811,201910,10,24300,12,2018,동해대로 4183
강원도 삼척시 교동,788,788,0,교동지웰,84.9811,201910,24,23800,19,2018,동해대로 4183
